time,open,high,low,close,smz_trend_15m,smz_trend_1h,smz_trend_4h,smz_trend_1d,poi_high_bull,poi_high_bear,poi_mid_bull,poi_mid_bear,htf_fvg_1h_bull,htf_fvg_1h_bear,htf_fvg_4h_bull,htf_fvg_4h_bear,smc_liquidity_high,smc_liquidity_low,liq_buyside_target,liq_sellside_target,asia_session_high,asia_session_low,london_session_high,london_session_low,ny_session_high,ny_session_low,pd_high,pd_low,pd_mid,daily_mid_50,true_day_open,crt_buy_signal,crt_sell_signal,sb_sig_ln,sb_sig_am,sb_sig_pm,sb_lux_ln,sb_lux_am,sb_lux_pm,sb_or_range,sb_trading_range,htf_sweep_4h_bull,htf_sweep_4h_bear,htf_sweep_1d_bull,htf_sweep_1d_bear,liquidity_sweep_bull,liquidity_sweep_bear,choch_bull,choch_bear,cisd_bull,cisd_bear,mss_bull,mss_bear,fvg_sb_bull,fvg_sb_bear,fvg_smz_bull,fvg_smz_bear,fvg_bpr_bull,fvg_bpr_bear,mss_fvg_bull,mss_fvg_bear,entry_sb_bull,entry_sb_bear,entry_setup01_bull,entry_setup01_bear,entry_ote_bull,entry_ote_bear,entry_fvg_bull,entry_fvg_bear,bb_pivot_high,bb_pivot_low,stop_loss_bull,stop_loss_bear,target_bull,target_bear
2025-11-26 14:30:00,4141.88,4153.03,4141.48,4152.94,-1,-1,-1,-1,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5595.18,5098.65,0.0,4149.575000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,5595.18,4136.84
2025-11-26 14:35:00,4153.24,4154.28,4149.64,4150.61,-1,-1,-1,-1,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5595.18,5098.65,0.0,4149.575000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,5595.18,4136.84
2025-11-26 14:40:00,4151.19,4153.44,4147.58,4149.1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5595.18,5098.65,0.0,4149.575000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,5595.18,4136.84
2025-11-26 14:45:00,4149.05,4152.09,4147.82,4152.09,-1,-1,-1,-1,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5595.18,5098.65,0.0,4149.575000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,5595.18,4136.84
2025-11-26 14:50:00,4152.11,4152.34,4147.1,4148.68,-1,-1,-1,-1,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5595.18,5098.65,0.0,4149.575000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,5595.18,4136.84
2025-11-26 14:55:00,4148.46,4151.49,4142.08,4142.17,-1,-1,-1,-1,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5595.18,5098.65,0.0,4149.575000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,5595.18,4136.84
2025-11-26 15:00:00,4141.32,4145.09,4136.84,4142.56,-1,-1,-1,-1,0,0,0,0,0,0,0,0,,,4154.28,,0.0,0.0,0.0,4136.84,0.0,0.0,5595.18,5098.65,0.0,4147.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,5595.18,4136.84
2025-11-26 15:05:00,4142.77,4146.82,4139.41,4145.74,-1,-1,-1,-1,0,0,0,0,0,0,0,0,,,4154.28,,0.0,0.0,0.0,4136.84,0.0,0.0,5595.18,5098.65,0.0,4147.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0.0,0.0,5595.18,4136.84
2025-11-26 15:10:00,4145.63,4152.19,4145.63,4152.05,-1,-1,-1,-1,0,0,0,0,0,0,0,0,,,4154.28,,0.0,0.0,0.0,4136.84,0.0,0.0,5595.18,5098.65,0.0,4147.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,5595.18,4136.84
2025-11-26 15:15:00,4152.31,4157.17,4152.19,4155.01,-1,-1,-1,-1,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,4136.84,0.0,0.0,5595.18,5098.65,0.0,4147.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,5595.18,4136.84
2025-11-26 15:20:00,4155.04,4158.04,4154.2,4155.74,-1,-1,-1,-1,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,4136.84,0.0,0.0,5595.18,5098.65,0.0,4147.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,5595.18,4136.84
2025-11-26 15:25:00,4155.75,4157.37,4155.01,4156.72,-1,-1,-1,-1,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,4136.84,0.0,0.0,5595.18,5098.65,0.0,4147.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,5595.18,4136.84
2025-11-26 15:30:00,4156.66,4161.6,4155.47,4158.81,-1,-1,-1,-1,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,4136.84,0.0,0.0,5595.18,5098.65,0.0,4149.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,5595.18,4136.84
2025-11-26 15:35:00,4158.85,4162.1,4158.71,4160.57,-1,-1,-1,-1,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,4136.84,0.0,0.0,5595.18,5098.65,0.0,4149.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,5595.18,4136.84
