time,open,high,low,close,PlotCandle (Open),PlotCandle (High,PlotCandle (Low),PlotCandle (Close)
2026-03-04T16:30:00+08:00,1.15988,1.16062,1.15972,1.16018,,1.16062,1.15972,1.16018
2026-03-04T16:35:00+08:00,1.16018,1.16037,1.15985,1.1599,,1.16037,1.15985,1.1599
2026-03-04T16:40:00+08:00,1.15986,1.16027,1.15961,1.15994,,1.16027,1.15961,1.15994
2026-03-04T16:45:00+08:00,1.15995,1.16063,1.15984,1.16046,,1.16063,1.15984,1.16046
2026-03-04T16:50:00+08:00,1.16044,1.1605,1.16008,1.1602,,1.1605,1.16008,1.1602
2026-03-04T16:55:00+08:00,1.16023,1.16034,1.15952,1.15996,,1.16034,1.15952,1.15996
2026-03-04T17:00:00+08:00,1.15995,1.16003,1.15924,1.15967,,1.16003,1.15924,1.15967
2026-03-04T17:05:00+08:00,1.15971,1.16002,1.15945,1.15977,,1.16002,1.15945,1.15977
2026-03-04T17:10:00+08:00,1.15978,1.16085,1.15969,1.16071,,1.16085,1.15969,1.16071
2026-03-04T17:15:00+08:00,1.1607,1.16176,1.16069,1.16147,,1.16176,1.16069,1.16147
2026-03-04T17:20:00+08:00,1.16145,1.16185,1.16129,1.16173,,1.16185,1.16129,1.16173
2026-03-04T17:25:00+08:00,1.16172,1.16177,1.1613,1.16142,,1.16177,1.1613,1.16142
2026-03-04T17:30:00+08:00,1.16143,1.16174,1.16125,1.16142,,1.16174,1.16125,1.16142
2026-03-04T17:35:00+08:00,1.16141,1.16163,1.1613,1.16146,,1.16163,1.1613,1.16146
2026-03-04T17:40:00+08:00,1.16147,1.16171,1.16118,1.16145,,1.16171,1.16118,1.16145
2026-03-04T17:45:00+08:00,1.16147,1.16186,1.16139,1.16176,,1.16186,1.16139,1.16176
2026-03-04T17:50:00+08:00,1.16175,1.16199,1.1609,1.16095,,1.16199,1.1609,1.16095
2026-03-04T17:55:00+08:00,1.16096,1.16104,1.16065,1.16087,,1.16104,1.16065,1.16087
2026-03-04T18:00:00+08:00,1.16086,1.16168,1.16086,1.16161,,1.16168,1.16086,1.16161
2026-03-04T18:05:00+08:00,1.1616,1.1647,1.16144,1.16433,,1.1647,1.16144,1.16433
2026-03-04T18:10:00+08:00,1.16432,1.16471,1.16316,1.16392,,1.16471,1.16316,1.16392
2026-03-04T18:15:00+08:00,1.16393,1.16414,1.16291,1.16335,,1.16414,1.16291,1.16335
2026-03-04T18:20:00+08:00,1.16335,1.16411,1.16309,1.16396,,1.16411,1.16309,1.16396
2026-03-04T18:25:00+08:00,1.16394,1.16397,1.16333,1.1636,,1.16397,1.16333,1.1636
