time,open,high,low,close,Break Major External Up TrendLine,React Major External Up TrendLine,Break Major External Down TrendLine,React Major External Down TrendLine,Break Major Internal Up TrendLine,React Major Internal Up TrendLine,Break Major Internal Down TrendLine,React Major Internal Down TrendLine,Break Minor External Up TrendLine,React Minor External Up TrendLine,Break Minor External Down TrendLine,React Minor External Down TrendLine,Break Minor Internal Up TrendLine,React Minor Internal Up TrendLine,Break Minor Internal Down TrendLine,React Minor Internal Down TrendLine
2026-03-06T07:50:00+08:00,1.16087,1.16091,1.16079,1.1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T07:55:00+08:00,1.16089,1.1609,1.16065,1.16067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T08:00:00+08:00,1.16068,1.16095,1.16054,1.16095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T08:05:00+08:00,1.16095,1.16105,1.16085,1.16097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T08:10:00+08:00,1.16098,1.16105,1.16082,1.16092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T08:15:00+08:00,1.16093,1.16135,1.16092,1.16135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T08:20:00+08:00,1.16136,1.16143,1.16124,1.1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T08:25:00+08:00,1.16131,1.16145,1.16123,1.16135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T08:30:00+08:00,1.16138,1.16142,1.16109,1.16119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T08:35:00+08:00,1.16118,1.16125,1.16093,1.16094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T08:40:00+08:00,1.16095,1.16115,1.16093,1.16112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T08:45:00+08:00,1.16111,1.16125,1.16106,1.16115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T08:50:00+08:00,1.16116,1.16126,1.16108,1.16121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T08:55:00+08:00,1.16122,1.16126,1.16099,1.16111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T09:00:00+08:00,1.1611,1.1612,1.16088,1.16103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T09:05:00+08:00,1.16099,1.16145,1.16099,1.16142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T09:10:00+08:00,1.16142,1.1616,1.16135,1.16155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T09:15:00+08:00,1.16156,1.16164,1.16139,1.16155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T09:20:00+08:00,1.16157,1.16161,1.16101,1.16111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T09:25:00+08:00,1.16116,1.16116,1.16068,1.16075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T09:30:00+08:00,1.16073,1.16156,1.16073,1.16153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
