time,open,high,low,close,Break Major External Up TrendLine,React Major External Up TrendLine,Break Major External Down TrendLine,React Major External Down TrendLine,Break Major Internal Up TrendLine,React Major Internal Up TrendLine,Break Major Internal Down TrendLine,React Major Internal Down TrendLine,Break Minor External Up TrendLine,React Minor External Up TrendLine,Break Minor External Down TrendLine,React Minor External Down TrendLine,Break Minor Internal Up TrendLine,React Minor Internal Up TrendLine,Break Minor Internal Down TrendLine,React Minor Internal Down TrendLine
2026-03-06T09:35:00+08:00,1.16154,1.16185,1.16144,1.16155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T09:40:00+08:00,1.16155,1.16166,1.16146,1.16148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T09:45:00+08:00,1.16149,1.1617,1.16134,1.16164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T09:50:00+08:00,1.16165,1.16195,1.16161,1.16184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T09:55:00+08:00,1.16182,1.16201,1.1615,1.16153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T10:00:00+08:00,1.16151,1.16194,1.16143,1.16176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T10:05:00+08:00,1.16175,1.16177,1.16148,1.16154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T10:10:00+08:00,1.16153,1.16179,1.16144,1.16176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T10:15:00+08:00,1.16175,1.16205,1.16174,1.1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T10:20:00+08:00,1.16188,1.16199,1.16182,1.16185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T10:25:00+08:00,1.16184,1.16193,1.1618,1.16192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T10:30:00+08:00,1.16189,1.16202,1.16178,1.16178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T10:35:00+08:00,1.16172,1.16182,1.16159,1.16167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T10:40:00+08:00,1.16166,1.16184,1.16164,1.1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T10:45:00+08:00,1.16181,1.16192,1.16157,1.1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T10:50:00+08:00,1.16171,1.16173,1.16153,1.16158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T10:55:00+08:00,1.16157,1.16177,1.16153,1.16163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T11:00:00+08:00,1.16164,1.16199,1.16162,1.16187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T11:05:00+08:00,1.16186,1.16199,1.16173,1.16177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T11:10:00+08:00,1.16176,1.16183,1.16168,1.16173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T11:15:00+08:00,1.16174,1.1618,1.16162,1.1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T11:20:00+08:00,1.1617,1.16208,1.16167,1.16195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T11:25:00+08:00,1.16196,1.16205,1.16188,1.16195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T11:30:00+08:00,1.1619,1.16199,1.16165,1.16173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T11:35:00+08:00,1.16174,1.16186,1.16173,1.16179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T11:40:00+08:00,1.16178,1.16188,1.16162,1.16174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T11:45:00+08:00,1.16176,1.16206,1.16169,1.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T11:50:00+08:00,1.16199,1.16206,1.16185,1.16195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T11:55:00+08:00,1.16196,1.16203,1.16191,1.16201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T12:00:00+08:00,1.16202,1.16202,1.16184,1.16186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T12:05:00+08:00,1.16183,1.16201,1.16183,1.16196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T12:10:00+08:00,1.16195,1.16205,1.16192,1.16194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T12:15:00+08:00,1.16193,1.16207,1.16187,1.16195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T12:20:00+08:00,1.16194,1.16195,1.16179,1.16184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T12:25:00+08:00,1.16185,1.16203,1.16184,1.16201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T12:30:00+08:00,1.162,1.16213,1.16193,1.16209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T12:35:00+08:00,1.16203,1.16209,1.16184,1.16185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T12:40:00+08:00,1.16188,1.16192,1.16172,1.16179,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2026-03-06T12:45:00+08:00,1.16178,1.1618,1.16166,1.16175,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2026-03-06T12:50:00+08:00,1.16174,1.1618,1.16145,1.1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T12:55:00+08:00,1.16149,1.16151,1.16129,1.16135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T13:00:00+08:00,1.16134,1.16138,1.16121,1.16129,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2026-03-06T13:05:00+08:00,1.16128,1.16149,1.16123,1.16135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2026-03-06T13:10:00+08:00,1.16134,1.16141,1.16118,1.1612,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T13:15:00+08:00,1.16122,1.16126,1.16111,1.16117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T13:20:00+08:00,1.16117,1.16136,1.16105,1.16134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T13:25:00+08:00,1.16135,1.16135,1.16116,1.16122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T13:30:00+08:00,1.16121,1.16123,1.16098,1.16103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T13:35:00+08:00,1.16102,1.16138,1.16098,1.16138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T13:40:00+08:00,1.16137,1.16166,1.1613,1.16158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T13:45:00+08:00,1.16159,1.16159,1.1607,1.16082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T13:50:00+08:00,1.16084,1.16095,1.16071,1.16081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T13:55:00+08:00,1.1608,1.16095,1.16057,1.16063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T14:00:00+08:00,1.16065,1.16093,1.16026,1.16034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T14:05:00+08:00,1.16033,1.16076,1.16018,1.16065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T14:10:00+08:00,1.16064,1.16066,1.16044,1.16044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T14:15:00+08:00,1.16043,1.16068,1.16038,1.16062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T14:20:00+08:00,1.16063,1.16086,1.16059,1.1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T14:25:00+08:00,1.16079,1.16079,1.16052,1.16056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T14:30:00+08:00,1.16054,1.16064,1.16053,1.16064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T14:35:00+08:00,1.16062,1.16084,1.16046,1.1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T14:40:00+08:00,1.16081,1.16093,1.16061,1.16062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T14:45:00+08:00,1.16059,1.16115,1.16058,1.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T14:50:00+08:00,1.161,1.1612,1.16093,1.1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T14:55:00+08:00,1.16109,1.16121,1.16099,1.16117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T15:00:00+08:00,1.16116,1.16133,1.16087,1.1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T15:05:00+08:00,1.16089,1.16117,1.16066,1.16077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T15:10:00+08:00,1.16078,1.16086,1.16069,1.16081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T15:15:00+08:00,1.16082,1.16135,1.16077,1.16116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T15:20:00+08:00,1.16122,1.16182,1.16122,1.16159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T15:25:00+08:00,1.16161,1.16165,1.16112,1.16115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T15:30:00+08:00,1.16114,1.1614,1.16094,1.16134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T15:35:00+08:00,1.16135,1.16149,1.16113,1.16137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T15:40:00+08:00,1.16136,1.16161,1.16122,1.16145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T15:45:00+08:00,1.16143,1.16164,1.16134,1.16156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T15:50:00+08:00,1.16155,1.16155,1.16109,1.16115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T15:55:00+08:00,1.16116,1.1615,1.16114,1.16147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T16:00:00+08:00,1.16146,1.16146,1.16067,1.16078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T16:05:00+08:00,1.16079,1.16125,1.16079,1.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T16:10:00+08:00,1.16098,1.16114,1.16038,1.16103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T16:15:00+08:00,1.16104,1.16136,1.16052,1.16075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T16:20:00+08:00,1.16074,1.16079,1.16033,1.16054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T16:25:00+08:00,1.1605,1.1606,1.16029,1.16037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T16:30:00+08:00,1.16038,1.16086,1.16032,1.16084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T16:35:00+08:00,1.16087,1.16113,1.16072,1.16113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T16:40:00+08:00,1.16112,1.16142,1.16096,1.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T16:45:00+08:00,1.16101,1.1612,1.16072,1.16072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T16:50:00+08:00,1.1607,1.16079,1.16053,1.16077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T16:55:00+08:00,1.16078,1.16081,1.16017,1.1603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T17:00:00+08:00,1.16029,1.16029,1.15953,1.15958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T17:05:00+08:00,1.1596,1.15995,1.15935,1.15945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T17:10:00+08:00,1.15943,1.15951,1.15902,1.1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T17:15:00+08:00,1.15911,1.15925,1.15868,1.15874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T17:20:00+08:00,1.15873,1.15877,1.15835,1.15851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T17:25:00+08:00,1.1585,1.1586,1.1583,1.15833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T17:30:00+08:00,1.15833,1.15847,1.158,1.15804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T17:35:00+08:00,1.15805,1.15807,1.15762,1.15786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T17:40:00+08:00,1.15789,1.15796,1.15756,1.15777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T17:45:00+08:00,1.15778,1.15802,1.15748,1.1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T17:50:00+08:00,1.15771,1.15773,1.15718,1.15766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T17:55:00+08:00,1.15768,1.15784,1.15742,1.15742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T18:00:00+08:00,1.15742,1.15806,1.15727,1.15783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T18:05:00+08:00,1.15786,1.15827,1.15781,1.15816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T18:10:00+08:00,1.15815,1.15821,1.15771,1.1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T18:15:00+08:00,1.15781,1.15812,1.15772,1.15798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T18:20:00+08:00,1.15792,1.15822,1.15787,1.15791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T18:25:00+08:00,1.15792,1.15847,1.15757,1.15806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T18:30:00+08:00,1.15804,1.15819,1.15767,1.15786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T18:35:00+08:00,1.15787,1.15839,1.15786,1.15823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T18:40:00+08:00,1.15822,1.15823,1.15767,1.15772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T18:45:00+08:00,1.15771,1.15808,1.15761,1.15795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T18:50:00+08:00,1.15796,1.15837,1.15796,1.15821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T18:55:00+08:00,1.15819,1.15837,1.15784,1.15785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T19:00:00+08:00,1.15786,1.15796,1.15751,1.1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T19:05:00+08:00,1.15761,1.15762,1.1568,1.15682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T19:10:00+08:00,1.15683,1.15812,1.15663,1.15804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T19:15:00+08:00,1.15809,1.15811,1.15741,1.15782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T19:20:00+08:00,1.15781,1.15807,1.15773,1.15797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T19:25:00+08:00,1.15795,1.15808,1.15761,1.15781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T19:30:00+08:00,1.15784,1.15786,1.15733,1.15741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T19:35:00+08:00,1.15742,1.15743,1.15711,1.15717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T19:40:00+08:00,1.15718,1.15736,1.15643,1.15661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T19:45:00+08:00,1.1566,1.1569,1.15643,1.15682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T19:50:00+08:00,1.15683,1.1569,1.15637,1.15651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T19:55:00+08:00,1.1565,1.15656,1.15612,1.15625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T20:00:00+08:00,1.15626,1.15654,1.15577,1.15579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T20:05:00+08:00,1.15581,1.1561,1.15545,1.1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T20:10:00+08:00,1.15548,1.15549,1.15523,1.15529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T20:15:00+08:00,1.1553,1.15626,1.1553,1.15624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T20:20:00+08:00,1.15623,1.15639,1.15563,1.15593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T20:25:00+08:00,1.15592,1.15631,1.15587,1.15623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T20:30:00+08:00,1.15624,1.15679,1.15623,1.15659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T20:35:00+08:00,1.1566,1.15665,1.15608,1.15665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T20:40:00+08:00,1.15667,1.15686,1.15643,1.15649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T20:45:00+08:00,1.15646,1.15668,1.15572,1.15584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T20:50:00+08:00,1.15585,1.15625,1.15584,1.15602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T20:55:00+08:00,1.15601,1.15626,1.15541,1.15548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T21:00:00+08:00,1.15548,1.15619,1.15547,1.15577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T21:05:00+08:00,1.15578,1.15647,1.1556,1.1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T21:10:00+08:00,1.15608,1.15658,1.15601,1.15645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T21:15:00+08:00,1.15643,1.15676,1.15634,1.15666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T21:20:00+08:00,1.15663,1.15673,1.15616,1.15634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T21:25:00+08:00,1.15635,1.15664,1.15622,1.15649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T21:30:00+08:00,1.15646,1.15922,1.15643,1.15899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T21:35:00+08:00,1.15901,1.15924,1.15797,1.15921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T21:40:00+08:00,1.1592,1.15928,1.158,1.15905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T21:45:00+08:00,1.159,1.15905,1.1572,1.15752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T21:50:00+08:00,1.15754,1.15785,1.15585,1.15597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T21:55:00+08:00,1.15598,1.15606,1.15501,1.15553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06T22:00:00+08:00,1.15551,1.15629,1.15528,1.15587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
