time_utc,time_hk,direction,signal_type,rejection_reason,filter_htf_poi,filter_trend,filter_time
2025-12-10 17:05:00+00:00,2025-12-11 01:05:00 HKT,LONG,ICT_Setup01,Time Filter (ICT session not active),True,True,False
2025-12-10 17:45:00+00:00,2025-12-11 01:45:00 HKT,SHORT,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-10 23:05:00+00:00,2025-12-11 07:05:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-10 23:30:00+00:00,2025-12-11 07:30:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-11 01:20:00+00:00,2025-12-11 09:20:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-11 02:05:00+00:00,2025-12-11 10:05:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-11 02:45:00+00:00,2025-12-11 10:45:00 HKT,SHORT,ICT_Setup01,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-11 03:35:00+00:00,2025-12-11 11:35:00 HKT,SHORT,ICT_Setup01,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-11 04:25:00+00:00,2025-12-11 12:25:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-11 05:10:00+00:00,2025-12-11 13:10:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-11 07:05:00+00:00,2025-12-11 15:05:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-11 10:30:00+00:00,2025-12-11 18:30:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-11 10:50:00+00:00,2025-12-11 18:50:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-11 11:10:00+00:00,2025-12-11 19:10:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-11 12:25:00+00:00,2025-12-11 20:25:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-11 13:00:00+00:00,2025-12-11 21:00:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-11 13:05:00+00:00,2025-12-11 21:05:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-11 13:35:00+00:00,2025-12-11 21:35:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-11 13:40:00+00:00,2025-12-11 21:40:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-11 14:20:00+00:00,2025-12-11 22:20:00 HKT,LONG,ICT_Setup01,Time Filter (ICT session not active),True,True,False
2025-12-11 19:50:00+00:00,2025-12-12 03:50:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-12 00:15:00+00:00,2025-12-12 08:15:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-12 00:30:00+00:00,2025-12-12 08:30:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-12 01:20:00+00:00,2025-12-12 09:20:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-12 02:45:00+00:00,2025-12-12 10:45:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-12 10:05:00+00:00,2025-12-12 18:05:00 HKT,LONG,ICT_Setup01,Time Filter (ICT session not active),True,True,False
2025-12-12 10:10:00+00:00,2025-12-12 18:10:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-12 11:45:00+00:00,2025-12-12 19:45:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-12 13:10:00+00:00,2025-12-12 21:10:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-12 13:55:00+00:00,2025-12-12 21:55:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-12 14:00:00+00:00,2025-12-12 22:00:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-12 14:30:00+00:00,2025-12-12 22:30:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-12 15:45:00+00:00,2025-12-12 23:45:00 HKT,SHORT,ICT_Setup01,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-12 18:55:00+00:00,2025-12-13 02:55:00 HKT,SHORT,ICT_Setup01,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-12 20:25:00+00:00,2025-12-13 04:25:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-14 23:55:00+00:00,2025-12-15 07:55:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-15 05:25:00+00:00,2025-12-15 13:25:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-15 11:50:00+00:00,2025-12-15 19:50:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-15 12:40:00+00:00,2025-12-15 20:40:00 HKT,LONG,ICT_Setup01,Time Filter (ICT session not active),True,True,False
2025-12-15 13:00:00+00:00,2025-12-15 21:00:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-15 13:20:00+00:00,2025-12-15 21:20:00 HKT,SHORT,ICT_Setup01,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-15 13:45:00+00:00,2025-12-15 21:45:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-15 18:25:00+00:00,2025-12-16 02:25:00 HKT,LONG,ICT_Setup01,Time Filter (ICT session not active),True,True,False
2025-12-15 21:00:00+00:00,2025-12-16 05:00:00 HKT,SHORT,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-15 23:00:00+00:00,2025-12-16 07:00:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-15 23:10:00+00:00,2025-12-16 07:10:00 HKT,LONG,ICT_Setup01,Time Filter (ICT session not active),True,True,False
2025-12-15 23:50:00+00:00,2025-12-16 07:50:00 HKT,LONG,ICT_Setup01,Time Filter (ICT session not active),True,True,False
2025-12-15 23:55:00+00:00,2025-12-16 07:55:00 HKT,SHORT,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-16 00:00:00+00:00,2025-12-16 08:00:00 HKT,SHORT,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-16 00:15:00+00:00,2025-12-16 08:15:00 HKT,SHORT,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-16 05:50:00+00:00,2025-12-16 13:50:00 HKT,LONG,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-16 06:20:00+00:00,2025-12-16 14:20:00 HKT,LONG,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-16 07:45:00+00:00,2025-12-16 15:45:00 HKT,LONG,ICT_Setup01,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-16 10:00:00+00:00,2025-12-16 18:00:00 HKT,LONG,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-16 10:20:00+00:00,2025-12-16 18:20:00 HKT,LONG,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-16 10:25:00+00:00,2025-12-16 18:25:00 HKT,SHORT,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-16 10:50:00+00:00,2025-12-16 18:50:00 HKT,SHORT,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-16 11:30:00+00:00,2025-12-16 19:30:00 HKT,LONG,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-16 15:15:00+00:00,2025-12-16 23:15:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-16 17:15:00+00:00,2025-12-17 01:15:00 HKT,LONG,ICT_Setup01,Time Filter (ICT session not active),True,True,False
2025-12-16 17:25:00+00:00,2025-12-17 01:25:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-16 17:30:00+00:00,2025-12-17 01:30:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-16 19:00:00+00:00,2025-12-17 03:00:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-16 20:15:00+00:00,2025-12-17 04:15:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-16 20:50:00+00:00,2025-12-17 04:50:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-17 02:40:00+00:00,2025-12-17 10:40:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-17 07:55:00+00:00,2025-12-17 15:55:00 HKT,SHORT,ICT_Setup01,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-17 08:00:00+00:00,2025-12-17 16:00:00 HKT,SHORT,ICT_Setup01,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-17 09:20:00+00:00,2025-12-17 17:20:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-17 10:10:00+00:00,2025-12-17 18:10:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-17 10:30:00+00:00,2025-12-17 18:30:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-17 10:50:00+00:00,2025-12-17 18:50:00 HKT,SHORT,ICT_Setup01,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-17 11:15:00+00:00,2025-12-17 19:15:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-17 11:20:00+00:00,2025-12-17 19:20:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-17 13:00:00+00:00,2025-12-17 21:00:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-17 14:10:00+00:00,2025-12-17 22:10:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-17 14:35:00+00:00,2025-12-17 22:35:00 HKT,SHORT,ICT_Setup01,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-17 14:45:00+00:00,2025-12-17 22:45:00 HKT,SHORT,ICT_Setup01,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-17 17:00:00+00:00,2025-12-18 01:00:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-17 21:30:00+00:00,2025-12-18 05:30:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-17 23:45:00+00:00,2025-12-18 07:45:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-17 23:55:00+00:00,2025-12-18 07:55:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-18 01:00:00+00:00,2025-12-18 09:00:00 HKT,SHORT,ICT_Setup01,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-18 02:10:00+00:00,2025-12-18 10:10:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-18 02:45:00+00:00,2025-12-18 10:45:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-18 05:00:00+00:00,2025-12-18 13:00:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-18 06:40:00+00:00,2025-12-18 14:40:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-18 07:40:00+00:00,2025-12-18 15:40:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-18 07:55:00+00:00,2025-12-18 15:55:00 HKT,SHORT,ICT_Setup01,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-18 11:35:00+00:00,2025-12-18 19:35:00 HKT,SHORT,ICT_Setup01,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-18 12:00:00+00:00,2025-12-18 20:00:00 HKT,SHORT,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-18 13:05:00+00:00,2025-12-18 21:05:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-18 13:15:00+00:00,2025-12-18 21:15:00 HKT,LONG,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-18 14:40:00+00:00,2025-12-18 22:40:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-18 14:55:00+00:00,2025-12-18 22:55:00 HKT,LONG,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-18 15:15:00+00:00,2025-12-18 23:15:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-18 17:05:00+00:00,2025-12-19 01:05:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-18 17:20:00+00:00,2025-12-19 01:20:00 HKT,SHORT,ICT_Setup01,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-18 17:50:00+00:00,2025-12-19 01:50:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-18 18:15:00+00:00,2025-12-19 02:15:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-18 18:40:00+00:00,2025-12-19 02:40:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-18 23:30:00+00:00,2025-12-19 07:30:00 HKT,LONG,ICT_Setup01,Time Filter (ICT session not active),True,True,False
2025-12-19 00:05:00+00:00,2025-12-19 08:05:00 HKT,SHORT,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-19 00:30:00+00:00,2025-12-19 08:30:00 HKT,SHORT,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-19 05:30:00+00:00,2025-12-19 13:30:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-19 10:25:00+00:00,2025-12-19 18:25:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-19 10:45:00+00:00,2025-12-19 18:45:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-19 11:05:00+00:00,2025-12-19 19:05:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-19 11:55:00+00:00,2025-12-19 19:55:00 HKT,LONG,ICT_Setup01,Time Filter (ICT session not active),True,True,False
2025-12-19 12:00:00+00:00,2025-12-19 20:00:00 HKT,SHORT,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-19 12:25:00+00:00,2025-12-19 20:25:00 HKT,SHORT,ICT_Setup01,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-19 12:35:00+00:00,2025-12-19 20:35:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-19 13:25:00+00:00,2025-12-19 21:25:00 HKT,LONG,ICT_Setup01,Time Filter (ICT session not active),True,True,False
2025-12-19 13:50:00+00:00,2025-12-19 21:50:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-19 14:20:00+00:00,2025-12-19 22:20:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-19 14:45:00+00:00,2025-12-19 22:45:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-19 19:55:00+00:00,2025-12-20 03:55:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-21 23:05:00+00:00,2025-12-22 07:05:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-22 05:05:00+00:00,2025-12-22 13:05:00 HKT,LONG,ICT_Setup01,Time Filter (ICT session not active),True,True,False
2025-12-22 11:20:00+00:00,2025-12-22 19:20:00 HKT,SHORT,ICT_Setup01,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-22 13:20:00+00:00,2025-12-22 21:20:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-22 13:35:00+00:00,2025-12-22 21:35:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-22 14:30:00+00:00,2025-12-22 22:30:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-22 17:35:00+00:00,2025-12-23 01:35:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-22 19:05:00+00:00,2025-12-23 03:05:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-22 20:15:00+00:00,2025-12-23 04:15:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-22 20:20:00+00:00,2025-12-23 04:20:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-22 20:25:00+00:00,2025-12-23 04:25:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-22 20:40:00+00:00,2025-12-23 04:40:00 HKT,SHORT,ICT_Setup01,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-22 21:45:00+00:00,2025-12-23 05:45:00 HKT,LONG,ICT_Setup01,Time Filter (ICT session not active),True,True,False
2025-12-22 21:50:00+00:00,2025-12-23 05:50:00 HKT,LONG,ICT_Setup01,Time Filter (ICT session not active),True,True,False
2025-12-22 23:40:00+00:00,2025-12-23 07:40:00 HKT,LONG,ICT_Setup01 + IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-23 03:10:00+00:00,2025-12-23 11:10:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-23 05:35:00+00:00,2025-12-23 13:35:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-23 05:50:00+00:00,2025-12-23 13:50:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-23 06:55:00+00:00,2025-12-23 14:55:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-23 10:30:00+00:00,2025-12-23 18:30:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-23 10:45:00+00:00,2025-12-23 18:45:00 HKT,SHORT,ICT_Setup01,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-23 10:50:00+00:00,2025-12-23 18:50:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-23 11:35:00+00:00,2025-12-23 19:35:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-23 12:10:00+00:00,2025-12-23 20:10:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-23 12:15:00+00:00,2025-12-23 20:15:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-23 12:35:00+00:00,2025-12-23 20:35:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-23 13:00:00+00:00,2025-12-23 21:00:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-23 13:35:00+00:00,2025-12-23 21:35:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-23 15:25:00+00:00,2025-12-23 23:25:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-23 17:15:00+00:00,2025-12-24 01:15:00 HKT,LONG,ICT_Setup01,Time Filter (ICT session not active),True,True,False
2025-12-23 18:05:00+00:00,2025-12-24 02:05:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-23 18:35:00+00:00,2025-12-24 02:35:00 HKT,LONG,ICT_Setup01,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-23 23:05:00+00:00,2025-12-24 07:05:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-23 23:10:00+00:00,2025-12-24 07:10:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-23 23:30:00+00:00,2025-12-24 07:30:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-24 02:00:00+00:00,2025-12-24 10:00:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-24 02:55:00+00:00,2025-12-24 10:55:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-24 03:20:00+00:00,2025-12-24 11:20:00 HKT,SHORT,ICT_Setup01,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-24 03:45:00+00:00,2025-12-24 11:45:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-24 05:05:00+00:00,2025-12-24 13:05:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-24 05:55:00+00:00,2025-12-24 13:55:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-24 06:35:00+00:00,2025-12-24 14:35:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-24 07:40:00+00:00,2025-12-24 15:40:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-24 08:45:00+00:00,2025-12-24 16:45:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-24 10:10:00+00:00,2025-12-24 18:10:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-24 10:25:00+00:00,2025-12-24 18:25:00 HKT,SHORT,ICT_Setup01,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-24 10:30:00+00:00,2025-12-24 18:30:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-24 11:00:00+00:00,2025-12-24 19:00:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-24 11:30:00+00:00,2025-12-24 19:30:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-24 11:45:00+00:00,2025-12-24 19:45:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-24 12:50:00+00:00,2025-12-24 20:50:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-24 13:05:00+00:00,2025-12-24 21:05:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-24 17:30:00+00:00,2025-12-25 01:30:00 HKT,LONG,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-25 23:00:00+00:00,2025-12-26 07:00:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-26 00:20:00+00:00,2025-12-26 08:20:00 HKT,LONG,ICT_Setup01,Time Filter (ICT session not active),True,True,False
2025-12-26 01:40:00+00:00,2025-12-26 09:40:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-26 03:25:00+00:00,2025-12-26 11:25:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-26 03:45:00+00:00,2025-12-26 11:45:00 HKT,SHORT,ICT_Setup01,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-26 06:10:00+00:00,2025-12-26 14:10:00 HKT,LONG,ICT_Setup01,Time Filter (ICT session not active),True,True,False
2025-12-26 06:50:00+00:00,2025-12-26 14:50:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-26 07:15:00+00:00,2025-12-26 15:15:00 HKT,SHORT,ICT_Setup01,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-26 07:20:00+00:00,2025-12-26 15:20:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-26 07:35:00+00:00,2025-12-26 15:35:00 HKT,SHORT,ICT_Setup01,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-26 10:40:00+00:00,2025-12-26 18:40:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-26 10:45:00+00:00,2025-12-26 18:45:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-26 12:10:00+00:00,2025-12-26 20:10:00 HKT,LONG,ICT_Setup01,Time Filter (ICT session not active),True,True,False
2025-12-26 12:55:00+00:00,2025-12-26 20:55:00 HKT,LONG,ICT_Setup01,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-26 13:00:00+00:00,2025-12-26 21:00:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-26 13:55:00+00:00,2025-12-26 21:55:00 HKT,LONG,IFVG_Realtime,Time Filter (ICT session not active),True,True,False
2025-12-26 14:40:00+00:00,2025-12-26 22:40:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-26 19:30:00+00:00,2025-12-27 03:30:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-26 19:45:00+00:00,2025-12-27 03:45:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-26 20:25:00+00:00,2025-12-27 04:25:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-26 20:50:00+00:00,2025-12-27 04:50:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-28 23:35:00+00:00,2025-12-29 07:35:00 HKT,SHORT,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,False
2025-12-29 00:35:00+00:00,2025-12-29 08:35:00 HKT,SHORT,ICT_Setup01,Time Filter (ICT session not active),True,True,False
2025-12-29 00:40:00+00:00,2025-12-29 08:40:00 HKT,SHORT,ICT_Setup01,Time Filter (ICT session not active),True,True,False
2025-12-29 01:10:00+00:00,2025-12-29 09:10:00 HKT,LONG,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
2025-12-29 02:00:00+00:00,2025-12-29 10:00:00 HKT,LONG,IFVG_Realtime,Trend Filter (15M/1H bias not aligned),True,False,True
