time,open,high,low,close,EMA,3-4 AM,10-11 AM,2-3 PM,Shapes,Shapes,Trend MA,TF1 Trend,TF2 Trend,TF3 Trend,TF4 Trend
2025-11-28T08:00:00+08:00,4163.46,4168.85,4162.93,4167.67,4158.240403558626,0,0,0,0,0,,3,2,1,0
2025-11-28T08:15:00+08:00,4167.68,4171.89,4166.57,4170.55,4158.723132830837,0,0,0,0,0,,3,2,1,0
2025-11-28T08:30:00+08:00,4170.53,4182.9,4170.32,4178.95,4159.516343308059,0,0,0,0,0,,3,2,1,0
2025-11-28T08:45:00+08:00,4179.01,4182.58,4178.15,4180.69,4160.346682786174,0,0,0,0,0,,3,2,1,0
2025-11-28T09:00:00+08:00,4180.69,4191.52,4180.68,4186.59,4161.375832480834,0,0,0,0,0,,3,2,1,0
2025-11-28T09:15:00+08:00,4186.56,4189.84,4183.19,4187.24,4162.390113560017,0,0,0,0,0,,3,2,1,0
2025-11-28T09:30:00+08:00,4187.13,4193.15,4185.99,4192.24,4163.560697341977,0,0,0,0,0,,3,2,1,0
2025-11-28T09:45:00+08:00,4192.42,4192.83,4190.15,4191.14,4164.642238622684,0,0,0,0,0,,3,2,1,0
2025-11-28T10:00:00+08:00,4190.98,4191.23,4187.06,4189.51,4165.617444951206,0,0,0,0,0,,3,2,1,0
2025-11-28T10:15:00+08:00,4189.52,4192.27,4188.45,4189.89,4166.569309855081,0,0,0,0,0,,3,2,1,0
2025-11-28T10:30:00+08:00,4189.89,4190.55,4185.89,4187.86,4167.404238880372,0,0,0,0,0,,3,2,1,0
2025-11-28T10:45:00+08:00,4187.91,4189.83,4187.2,4189.58,4168.2738765713375,0,0,0,0,0,,3,2,1,0
2025-11-28T11:00:00+08:00,4189.45,4191.93,4184.79,4187.98,4169.046665725403,0,0,0,0,0,,3,2,1,0
2025-11-28T11:15:00+08:00,4187.99,4188.12,4185.76,4187.95,4169.787972951857,0,0,0,0,0,,3,2,1,0
2025-11-28T11:30:00+08:00,4188.12,4189.16,4183.34,4183.66,4170.331974012569,0,0,0,0,0,,3,2,1,0
2025-11-28T11:45:00+08:00,4183.59,4185.51,4182.62,4184.28,4170.878955423841,0,0,0,0,0,,3,2,1,0
2025-11-28T12:00:00+08:00,4184.08,4187.52,4182.46,4186.45,4171.4895846229065,0,0,0,0,0,,3,2,1,0
2025-11-28T12:15:00+08:00,4186.41,4187.07,4178.77,4180.16,4171.829600912204,0,0,0,0,0,,3,2,1,0
2025-11-28T12:30:00+08:00,4180.31,4186.28,4178.51,4186.06,4172.387655778392,0,0,0,0,0,,3,2,1,0
2025-11-28T12:45:00+08:00,4185.92,4188.79,4185.64,4188.7,4173.027355551789,0,0,0,0,0,,3,2,1,0
2025-11-28T13:00:00+08:00,4188.58,4188.88,4166.68,4182.83,4173.4117729811305,0,0,0,0,0,,3,2,1,0
2025-11-28T13:15:00+08:00,4182.7,4188.29,4170.1,4184.89,4173.86189953089,0,0,0,0,0,,3,2,1,0
2025-11-28T13:30:00+08:00,4184.88,4185.79,4183.38,4184.95,4174.296727000266,0,0,0,0,0,,3,2,1,0
2025-11-28T13:45:00+08:00,4184.99,4185.84,4182.28,4182.64,4174.623914176726,0,0,0,0,0,,3,2,1,0
2025-11-28T14:00:00+08:00,4182.49,4184,4181.74,4183.94,4174.989250875678,0,0,0,0,0,,3,2,1,0
2025-11-28T14:15:00+08:00,4183.82,4185.35,4182.49,4185.27,4175.392417508005,0,0,0,0,0,,3,2,1,0
2025-11-28T14:30:00+08:00,4185.28,4188.4,4184.95,4188.14,4175.892322703769,0,0,0,0,0,,3,2,1,0
2025-11-28T14:45:00+08:00,4188.13,4188.81,4186.88,4187.53,4176.348702205582,0,0,0,0,0,,3,2,1,0
2025-11-28T15:00:00+08:00,4187.52,4187.87,4184.28,4185.38,4176.70287074654,0,0,0,0,0,,3,2,1,0
2025-11-28T15:15:00+08:00,4185.37,4186.52,4182.02,4183.07,4176.952562089813,0,0,0,0,0,,3,2,1,0
2025-11-28T15:30:00+08:00,4182.97,4183.55,4179.46,4179.66,4177.058736125507,0,0,0,0,0,,3,2,1,0
2025-11-28T15:45:00+08:00,4179.62,4179.87,4174.25,4174.86,4176.972511179409,0,0,0,0,0,,3,2,1,0
2025-11-28T16:00:00+08:00,4174.65,4176.68,4158.37,4171.78,4176.76888329002,0,0,0,0,0,,3,2,1,0
2025-11-28T16:15:00+08:00,4171.31,4172.07,4153.98,4160.32,4176.123829043353,0,0,0,0,0,,3,2,1,0
2025-11-28T16:30:00+08:00,4160.33,4171.34,4152.58,4160.21,4175.499757316163,1,0,0,0,0,,3,2,1,0
2025-11-28T16:45:00+08:00,4159.75,4173.6,4155.22,4170.33,4175.297021735137,0,0,0,0,0,,3,2,1,0
2025-11-28T17:00:00+08:00,4166.28,4168.33,4161.55,4162.02,4174.776354216112,0,0,0,0,0,,3,2,1,0
2025-11-28T17:15:00+08:00,4162.63,4166,4157.94,4161.64,4174.261203070382,0,0,0,0,0,,3,2,1,0
2025-11-28T17:30:00+08:00,4161.73,4165.42,4160.09,4163.56,4173.841548048014,0,0,0,0,0,,3,2,1,0
